ADC1 ADC2 tv_sec tv_usec M_STAT M_POS LVDT_DL LVDT actual_speed
0 8411742 469 270926 16 -630295 0 0 9032
0 8411701 469 291054 16 -630113 0 0 9032
0 8411698 469 311183 16 -629931 0 0 9037
0 8411641 469 331312 16 -629750 0 0 9032
0 8411551 469 351441 16 -629568 0 0 9032
0 8411529 469 371570 16 -629386 0 0 9032
0 8411318 469 391699 16 -629204 0 0 9032
0 8411050 469 411828 16 -629022 0 0 9032
0 8411003 469 431957 16 -628840 0 0 9037
0 8410777 469 452087 16 -628658 0 0 9037
0 8410551 469 472215 16 -628477 0 0 9032
0 8410452 469 492344 16 -628295 0 0 9032
0 8410126 469 512472 16 -628113 0 0 9032
0 8409816 469 532601 16 -627931 0 0 9037
